"","eppocode","pests_eppocode","idclass","labelclass","fullname"
"3678","SOLAD","EPILVI",9,"Host","Epilachna vigintioctomaculata (as Solanaceae)"
"3679","SOLAD","LEUIUG",9,"Host","Leucinodes ugandensis (as Solanum)"
"3680","SOLAD","TBRV00",9,"Host","Nepovirus nigranuli (as Solanum)"
"3681","SOLAD","PCFVD0",9,"Host","Pepper chat fruit viroid (as Solanaceae)"
"3682","SOLAD","PHENPR",9,"Host","Phenacoccus peruvianus (as Solanum)"
"3683","SOLAD","PHTOOP",9,"Host","Phthorimaea operculella (as Solanaceae)"
"3684","SOLAD","PDMV00",9,"Host","Potato deforming mosaic virus (Argentina) (as Solanum)"
"3685","SOLAD","POLS00",9,"Host","Potato leaflet stunt agent (as Solanum)"
"3686","SOLAD","POMF00",9,"Host","Potato marginal flavescence agent (as Solanum)"
"3687","SOLAD","PMTV00",9,"Host","Potato mop-top virus (as Solanum)"
"3688","SOLAD","POPTR0",9,"Host","Potato purple-top roll agent (as Solanum)"
"3689","SOLAD","PVYN00",9,"Host","Potato virus Y tobacco veinal necrosis strain (as Solanum)"
"3690","SOLAD","PYVV00",9,"Host","Potato yellow vein virus (as Solanum)"
"3691","SOLAD","PREMLA",9,"Host","Premnotrypes latithorax (as Solanum)"
"3692","SOLAD","PREMSA",9,"Host","Premnotrypes sanfordi (as Solanum)"
"3693","SOLAD","PREMSO",9,"Host","Premnotrypes solani (as Solanum)"
"3694","SOLAD","PREMSU",9,"Host","Premnotrypes suturicallus (as Solanum)"
"3695","SOLAD","PREMVO",9,"Host","Premnotrypes vorax (as Solanum)"
"3696","SOLAD","PUCCPT",9,"Host","Puccinia pittieriana"
"3697","SOLAD","SEPTLM",9,"Host","Septoria malagutii"
"3698","SOLAD","SEPTLM",9,"Host","Septoria malagutii (as Solanum)"
"3699","SOLAD","PRODER",9,"Host","Spodoptera eridania"
"3700","SOLAD","SYNCEN",9,"Host","Synchytrium endobioticum (as Solanum)"
"3701","SOLAD","TSVP00",9,"Host","Tobacco streak ilarvirus potato strain (as Solanum)"
"3702","SOLAD","DUMV00",9,"Host","Tymovirus dulcamarae (as Solanum)"
"3703","SOLAD","APMOV0",1,"Major host","Comovirus andesense"
"3704","SOLAD","PBRSV0",1,"Major host","Nepovirus solani"
"3705","SOLAD","PVT000",1,"Major host","Potato virus T"
"3706","SOLAD","APLV00",1,"Major host","Tymovirus latandigenum"
"3707","SOLAD","APMMV0",1,"Major host","Tymovirus mosandigenum"
"3708","SOLAD","PYDV00",6,"Wild/Weed","Alphanucleorhabdovirus tuberosum (as Solanaceae)"
"3709","SOLAD","PYDV00",6,"Wild/Weed","Alphanucleorhabdovirus tuberosum (as Solanum)"
"3710","SOLAD","PYV000",6,"Wild/Weed","Potato yellowing virus (as Solanum)"
"3711","SOLAD","PRODPR",6,"Wild/Weed","Spodoptera praefica (as Solanum)"
"3712","SOLAD","PHOMAN",6,"Wild/Weed","Stagonosporopsis andigena (as Solanaceae)"
"3713","SOLAD","PHOMAN",6,"Wild/Weed","Stagonosporopsis andigena (as Solanum)"
"3714","SOLAD","THPHSO",6,"Wild/Weed","Thecaphora solani (as Solanum)"
"3715","SOLAD","XANTVE",6,"Wild/Weed","Xanthomonas vesicatoria (as Solanum)"
"3716","SOLME","TOBRFV",11,"Doubtful host","Tomato brown rugose fruit virus"
"3717","SOLME","TOMMV0",11,"Doubtful host","Tomato mottle mosaic virus"
"3718","SOLME","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Solanaceae)"
"3719","SOLME","CSVD00",10,"Experimental","Chrysanthemum stunt viroid"
"3720","SOLME","CBCVD0",10,"Experimental","Citrus bark cracking viroid"
"3721","SOLME","CORBMI",10,"Experimental","Clavibacter michiganensis subsp. michiganensis"
"3722","SOLME","CORBSE",10,"Experimental","Clavibacter sepedonicus"
"3723","SOLME","MELGFL",10,"Experimental","Meloidogyne floridensis"
"3724","SOLME","OPOGSC",10,"Experimental","Opogona sacchari"
"3725","SOLME","PSTVD0",10,"Experimental","Potato spindle tuber viroid"
"3726","SOLME","PSTVD0",10,"Experimental","Potato spindle tuber viroid (as Solanum)"
"3727","SOLME","RADOSI",10,"Experimental","Radopholus similis"
"3728","SOLME","RHYCPA",10,"Experimental","Rhynchophorus palmarum"
"3729","SOLME","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Solanaceae)"
"3730","SOLME","TOLCSI",10,"Experimental","Tomato leaf curl Sinaloa virus"
"3731","SOLME","TOTV00",10,"Experimental","Torradovirus lycopersici"
"3732","SOLME","PSDMAC",9,"Host","Acidovorax citrulli"
"3733","SOLME","VASALY",9,"Host","Aculops lycopersici"
"3734","SOLME","VASALY",9,"Host","Aculops lycopersici (as Solanaceae)"
"3735","SOLME","ALEDDI",9,"Host","Aleurodicus dispersus"
"3736","SOLME","AMV000",9,"Host","Alfalfa mosaic virus"
"3737","SOLME","ANTHEU",9,"Host","Anthonomus eugenii"
"3738","SOLME","ANTHEU",9,"Host","Anthonomus eugenii (as Solanum)"
"3739","SOLME","ANTHPU",9,"Host","Anthonomus pulicarius"
"3740","SOLME","AONMAL",9,"Host","Aonidomytilus albus (as Solanum)"
"3741","SOLME","ATHEOR",9,"Host","Atherigona orientalis"
"3742","SOLME","PARZCO",9,"Host","Bactericera cockerelli"
"3743","SOLME","BCTRCB",9,"Host","Bactrocera carambolae"
"3744","SOLME","BCTRCO",9,"Host","Bactrocera correcta"
"3745","SOLME","DACUDO",9,"Host","Bactrocera dorsalis"
"3746","SOLME","DACUTR",9,"Host","Bactrocera tryoni"
"3747","SOLME","BEMITA",9,"Host","Bemisia tabaci"
"3748","SOLME","BEMITA",9,"Host","Bemisia tabaci (as Solanaceae)"
"3749","SOLME","LIBEPS",9,"Host","'Candidatus Liberibacter solanacearum'"
"3750","SOLME","PHYPAE",9,"Host","'Candidatus Phytoplasma americanum' (as Solanum)"
"3751","SOLME","PHYPSO",9,"Host","'Candidatus Phytoplasma solani'"
"3752","SOLME","PHYPTR",9,"Host","'Candidatus Phytoplasma trifolii' (as Solanum)"
"3753","SOLME","CERTCA",9,"Host","Ceratitis capitata"
"3754","SOLME","CERTCO",9,"Host","Ceratitis cosyra"
"3755","SOLME","CRTZBR",9,"Host","Ceratothripoides brunneus"
"3756","SOLME","CRTZCL",9,"Host","Ceratothripoides claratris"
"3757","SOLME","AVBO00",9,"Host","Cheravirus arracaciae oca strain (as Solanum)"
"3758","SOLME","COLLAC",9,"Host","Colletotrichum acutatum"
"3759","SOLME","APMOV0",9,"Host","Comovirus andesense"
"3760","SOLME","CRTHMA",9,"Host","Corythucha marmorata"
"3761","SOLME","CPMMV0",9,"Host","Cowpea mild mottle virus"
"3762","SOLME","CRYBGN",9,"Host","Cryptoblabes gnidiella"
"3763","SOLME","DACUCI",9,"Host","Dacus ciliatus"
"3764","SOLME","DIABUH",9,"Host","Diabrotica undecimpunctata howardi"
"3765","SOLME","DIABUN",9,"Host","Diabrotica undecimpunctata undecimpunctata"
"3766","SOLME","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Solanum)"
"3767","SOLME","EPILVI",9,"Host","Epilachna vigintioctomaculata (as Solanaceae)"
"3768","SOLME","EPIXCU",9,"Host","Epitrix cucumeris"
"3769","SOLME","EPIXPA",9,"Host","Epitrix hirtipennis"
"3770","SOLME","EPIXPP",9,"Host","Epitrix papa"
"3771","SOLME","EPIXSU",9,"Host","Epitrix subcrinita"
"3772","SOLME","EPIXTU",9,"Host","Epitrix tuberis"
"3773","SOLME","EUZOOS",9,"Host","Euzophera osseatella"
"3774","SOLME","HETDPA",9,"Host","Globodera pallida"
"3775","SOLME","HETDRO",9,"Host","Globodera rostochiensis"
"3776","SOLME","GRSV00",9,"Host","Groundnut ringspot virus"
"3777","SOLME","HALYHA",9,"Host","Halyomorpha halys"
"3778","SOLME","HELIAR",9,"Host","Helicoverpa armigera"
"3779","SOLME","HISHPH",9,"Host","Hishimonus phycitis"
"3780","SOLME","EMPOLY",9,"Host","Jacobiasca lybica"
"3781","SOLME","GNORLY",9,"Host","Keiferia lycopersicella"
"3782","SOLME","PHYORH",9,"Host","Lasiodiplodia theobromae"
"3783","SOLME","LPTNDE",9,"Host","Leptinotarsa decemlineata"
"3784","SOLME","LEUILA",9,"Host","Leucinodes laisalis"
"3785","SOLME","LEUIUG",9,"Host","Leucinodes ugandensis (as Solanum)"
"3786","SOLME","LIRIHU",9,"Host","Liriomyza huidobrensis"
"3787","SOLME","LIRISA",9,"Host","Liriomyza sativae"
"3788","SOLME","LIRITR",9,"Host","Liriomyza trifolii"
"3789","SOLME","PHENHI",9,"Host","Maconellicoccus hirsutus"
"3790","SOLME","MEGTUS",9,"Host","Megalurothrips usitatus"
"3791","SOLME","MELGCH",9,"Host","Meloidogyne chitwoodi"
"3792","SOLME","MELGET",9,"Host","Meloidogyne ethiopica"
"3793","SOLME","MELGGC",9,"Host","Meloidogyne graminicola"
"3794","SOLME","MELGLC",9,"Host","Meloidogyne luci"
"3795","SOLME","MELGMA",9,"Host","Meloidogyne mali"
"3796","SOLME","CRNPPE",9,"Host","Moniliophthora perniciosa"
"3797","SOLME","NACOBA",9,"Host","Nacobbus aberrans sensu lato"
"3798","SOLME","CERTCY",9,"Host","Neoceratitis cyanescens"
"3799","SOLME","TRSV00",9,"Host","Nepovirus nicotianae"
"3800","SOLME","TBRV00",9,"Host","Nepovirus nigranuli (as Solanum)"
"3801","SOLME","PEPMV0",9,"Host","Pepino mosaic virus"
"3802","SOLME","PCFVD0",9,"Host","Pepper chat fruit viroid"
"3803","SOLME","PCFVD0",9,"Host","Pepper chat fruit viroid (as Solanaceae)"
"3804","SOLME","PHENPR",9,"Host","Phenacoccus peruvianus (as Solanum)"
"3805","SOLME","PHENSO",9,"Host","Phenacoccus solenopsis"
"3806","SOLME","PHTOOP",9,"Host","Phthorimaea operculella"
"3807","SOLME","PHTOOP",9,"Host","Phthorimaea operculella (as Solanaceae)"
"3808","SOLME","PHYECR",9,"Host","Phyllotreta cruciferae"
"3809","SOLME","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"3810","SOLME","PHRDMU",9,"Host","Phyrdenus muriceus"
"3811","SOLME","PHYTNP",9,"Host","Phytophthora nicotianae var. parasitica"
"3812","SOLME","PLAAST",9,"Host","Platynota stultana"
"3813","SOLME","POCZSH",9,"Host","Pochazia shantungensis"
"3814","SOLME","POPIJA",9,"Host","Popillia japonica"
"3815","SOLME","PDMV00",9,"Host","Potato deforming mosaic virus (Argentina) (as Solanum)"
"3816","SOLME","POLS00",9,"Host","Potato leaflet stunt agent (as Solanum)"
"3817","SOLME","POMF00",9,"Host","Potato marginal flavescence agent (as Solanum)"
"3818","SOLME","PMTV00",9,"Host","Potato mop-top virus (as Solanum)"
"3819","SOLME","POPTR0",9,"Host","Potato purple-top roll agent (as Solanum)"
"3820","SOLME","PVYN00",9,"Host","Potato virus Y tobacco veinal necrosis strain (as Solanum)"
"3821","SOLME","PYVV00",9,"Host","Potato yellow vein virus (as Solanum)"
"3822","SOLME","PREMLA",9,"Host","Premnotrypes latithorax (as Solanum)"
"3823","SOLME","PREMSA",9,"Host","Premnotrypes sanfordi (as Solanum)"
"3824","SOLME","PREMSO",9,"Host","Premnotrypes solani (as Solanum)"
"3825","SOLME","PREMSU",9,"Host","Premnotrypes suturicallus (as Solanum)"
"3826","SOLME","PREMVO",9,"Host","Premnotrypes vorax (as Solanum)"
"3827","SOLME","PSEAPE",9,"Host","Pseudaulacaspis pentagona"
"3828","SOLME","RALSPS",9,"Host","Ralstonia pseudosolanacearum"
"3829","SOLME","PSDMS1",9,"Host","Ralstonia solanacearum race 1 (no longer in use)"
"3830","SOLME","PSDMS3",9,"Host","Ralstonia solanacearum race 3 (no longer in use)"
"3831","SOLME","ROTYRE",9,"Host","Rotylenchulus reniformis"
"3832","SOLME","SCITDO",9,"Host","Scirtothrips dorsalis"
"3833","SOLME","PHTOHE",9,"Host","Scrobipalpa aptatella"
"3834","SOLME","SEPTLM",9,"Host","Septoria malagutii (as Solanum)"
"3835","SOLME","PRODER",9,"Host","Spodoptera eridania"
"3836","SOLME","LAPHFR",9,"Host","Spodoptera frugiperda"
"3837","SOLME","PRODLI",9,"Host","Spodoptera litura"
"3838","SOLME","PRODOR",9,"Host","Spodoptera ornithogalli"
"3839","SOLME","SLCV00",9,"Host","Squash leaf curl virus"
"3840","SOLME","SYNCEN",9,"Host","Synchytrium endobioticum (as Solanum)"
"3841","SOLME","THRIPL",9,"Host","Thrips palmi"
"3842","SOLME","THRIPV",9,"Host","Thrips parvispinus"
"3843","SOLME","THRISE",9,"Host","Thrips setosus"
"3844","SOLME","TSVP00",9,"Host","Tobacco streak ilarvirus potato strain (as Solanum)"
"3845","SOLME","TASVD0",9,"Host","Tomato apical stunt viroid"
"3846","SOLME","TOCV00",9,"Host","Tomato chlorosis virus"
"3847","SOLME","TCDVD0",9,"Host","Tomato chlorotic dwarf viroid"
"3848","SOLME","TOLCND",9,"Host","Tomato leaf curl New Delhi virus"
"3849","SOLME","TYLCV0",9,"Host","Tomato yellow leaf curl virus"
"3850","SOLME","TRIARI",9,"Host","Trialeurodes ricini"
"3851","SOLME","GNORAB",9,"Host","Tuta absoluta"
"3852","SOLME","DUMV00",9,"Host","Tymovirus dulcamarae (as Solanum)"
"3853","SOLME","ZONOEL",9,"Host","Zonosemata electa"
"3854","SOLME","ALTRTR",1,"Major host","Aleurothrixus trachoides"
"3855","SOLME","EMDV00",1,"Major host","Alphanucleorhabdovirus melongenae"
"3856","SOLME","DACULA",1,"Major host","Bactrocera latifrons"
"3857","SOLME","EPILVI",1,"Major host","Epilachna vigintioctomaculata"
"3858","SOLME","EPIXSI",1,"Major host","Epitrix similaris"
"3859","SOLME","HELIZE",1,"Major host","Helicoverpa zea"
"3860","SOLME","LEUIAF",1,"Major host","Leucinodes africensis"
"3861","SOLME","LEUIOR",1,"Major host","Leucinodes orbonalis"
"3862","SOLME","LEUIPS",1,"Major host","Leucinodes pseudorbonalis"
"3863","SOLME","LEUIRI",1,"Major host","Leucinodes rimavallis"
"3864","SOLME","MELGMY",1,"Major host","Meloidogyne enterolobii"
"3865","SOLME","NEOLEL",1,"Major host","Neoleucinodes elegantalis"
"3866","SOLME","RALSSL",1,"Major host","Ralstonia solanacearum"
"3867","SOLME","RALSSO",1,"Major host","Ralstonia solanacearum species complex"
"3868","SOLME","SPODLI",1,"Major host","Spodoptera littoralis"
"3869","SOLME","TETREV",1,"Major host","Tetranychus evansi"
"3870","SOLME","ARGPLE",1,"Major host","Thaumatotibia leucotreta"
"3871","SOLME","TOMMOV",1,"Major host","Tomato mild mottle virus"
"3872","SOLME","TSWV00",1,"Major host","Tomato spotted wilt virus"
"3873","SOLME","PYDV00",6,"Wild/Weed","Alphanucleorhabdovirus tuberosum (as Solanaceae)"
"3874","SOLME","PYDV00",6,"Wild/Weed","Alphanucleorhabdovirus tuberosum (as Solanum)"
"3875","SOLME","PYV000",6,"Wild/Weed","Potato yellowing virus (as Solanum)"
"3876","SOLME","PRODPR",6,"Wild/Weed","Spodoptera praefica (as Solanum)"
"3877","SOLME","PHOMAN",6,"Wild/Weed","Stagonosporopsis andigena (as Solanaceae)"
"3878","SOLME","PHOMAN",6,"Wild/Weed","Stagonosporopsis andigena (as Solanum)"
"3879","SOLME","THPHSO",6,"Wild/Weed","Thecaphora solani (as Solanum)"
"3880","SOLME","XANTVE",6,"Wild/Weed","Xanthomonas vesicatoria (as Solanum)"
"3881","SOLMS","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Solanaceae)"
"3882","SOLMS","PSTVD0",10,"Experimental","Potato spindle tuber viroid (as Solanum)"
"3883","SOLMS","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Solanaceae)"
"3884","SOLMS","VASALY",9,"Host","Aculops lycopersici (as Solanaceae)"
"3885","SOLMS","ANTHEU",9,"Host","Anthonomus eugenii (as Solanum)"
"3886","SOLMS","AONMAL",9,"Host","Aonidomytilus albus (as Solanum)"
"3887","SOLMS","BEMITA",9,"Host","Bemisia tabaci (as Solanaceae)"
"3888","SOLMS","PHYPAE",9,"Host","'Candidatus Phytoplasma americanum' (as Solanum)"
"3889","SOLMS","PHYPTR",9,"Host","'Candidatus Phytoplasma trifolii' (as Solanum)"
"3890","SOLMS","AVBO00",9,"Host","Cheravirus arracaciae oca strain (as Solanum)"
"3891","SOLMS","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Solanum)"
"3892","SOLMS","EPILVI",9,"Host","Epilachna vigintioctomaculata (as Solanaceae)"
"3893","SOLMS","LEUIUG",9,"Host","Leucinodes ugandensis (as Solanum)"
"3894","SOLMS","TBRV00",9,"Host","Nepovirus nigranuli (as Solanum)"
"3895","SOLMS","PCFVD0",9,"Host","Pepper chat fruit viroid (as Solanaceae)"
"3896","SOLMS","PHENPR",9,"Host","Phenacoccus peruvianus (as Solanum)"
"3897","SOLMS","PHTOOP",9,"Host","Phthorimaea operculella (as Solanaceae)"
"3898","SOLMS","PDMV00",9,"Host","Potato deforming mosaic virus (Argentina) (as Solanum)"
"3899","SOLMS","POLS00",9,"Host","Potato leaflet stunt agent (as Solanum)"
"3900","SOLMS","POMF00",9,"Host","Potato marginal flavescence agent (as Solanum)"
"3901","SOLMS","PMTV00",9,"Host","Potato mop-top virus (as Solanum)"
"3902","SOLMS","POPTR0",9,"Host","Potato purple-top roll agent (as Solanum)"
"3903","SOLMS","PVYN00",9,"Host","Potato virus Y tobacco veinal necrosis strain (as Solanum)"
"3904","SOLMS","PYVV00",9,"Host","Potato yellow vein virus (as Solanum)"
"3905","SOLMS","PREMLA",9,"Host","Premnotrypes latithorax (as Solanum)"
"3906","SOLMS","PREMSA",9,"Host","Premnotrypes sanfordi (as Solanum)"
"3907","SOLMS","PREMSO",9,"Host","Premnotrypes solani (as Solanum)"
"3908","SOLMS","PREMSU",9,"Host","Premnotrypes suturicallus (as Solanum)"
"3909","SOLMS","PREMVO",9,"Host","Premnotrypes vorax (as Solanum)"
"3910","SOLMS","SEPTLM",9,"Host","Septoria malagutii (as Solanum)"
"3911","SOLMS","SYNCEN",9,"Host","Synchytrium endobioticum (as Solanum)"
"3912","SOLMS","TSVP00",9,"Host","Tobacco streak ilarvirus potato strain (as Solanum)"
"3913","SOLMS","DUMV00",9,"Host","Tymovirus dulcamarae (as Solanum)"
"3914","SOLMS","PYDV00",6,"Wild/Weed","Alphanucleorhabdovirus tuberosum (as Solanaceae)"
"3915","SOLMS","PYDV00",6,"Wild/Weed","Alphanucleorhabdovirus tuberosum (as Solanum)"
"3916","SOLMS","PYV000",6,"Wild/Weed","Potato yellowing virus (as Solanum)"
"3917","SOLMS","PRODPR",6,"Wild/Weed","Spodoptera praefica (as Solanum)"
"3918","SOLMS","PHOMAN",6,"Wild/Weed","Stagonosporopsis andigena (as Solanaceae)"
"3919","SOLMS","PHOMAN",6,"Wild/Weed","Stagonosporopsis andigena (as Solanum)"
"3920","SOLMS","THPHSO",6,"Wild/Weed","Thecaphora solani (as Solanum)"
"3921","SOLMS","XANTVE",6,"Wild/Weed","Xanthomonas vesicatoria (as Solanum)"
"3922","SOLTU","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Solanaceae)"
"3923","SOLTU","CLVD00",10,"Experimental","Columnea latent viroid"
"3924","SOLTU","PEPMV0",10,"Experimental","Pepino mosaic virus"
"3925","SOLTU","PSTVD0",10,"Experimental","Potato spindle tuber viroid (as Solanum)"
"3926","SOLTU","RADOSI",10,"Experimental","Radopholus similis"
"3927","SOLTU","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Solanaceae)"
"3928","SOLTU","TICV00",10,"Experimental","Tomato infectious chlorosis virus"
"3929","SOLTU","TOYVSV",10,"Experimental","Tomato yellow vein streak virus"
"3930","SOLTU","VASALY",9,"Host","Aculops lycopersici"
"3931","SOLTU","VASALY",9,"Host","Aculops lycopersici (as Solanaceae)"
"3932","SOLTU","HERSCO",9,"Host","Agrius convolvuli"
"3933","SOLTU","AGROSE",9,"Host","Agrotis segetum"
"3934","SOLTU","AMV000",9,"Host","Alfalfa mosaic virus"
"3935","SOLTU","PYDV00",9,"Host","Alphanucleorhabdovirus tuberosum"
"3936","SOLTU","ANTHEU",9,"Host","Anthonomus eugenii (as Solanum)"
"3937","SOLTU","AONMAL",9,"Host","Aonidomytilus albus (as Solanum)"
"3938","SOLTU","CLEOPU",9,"Host","Asproparthenis punctiventris"
"3939","SOLTU","BAGRHI",9,"Host","Bagrada hilaris"
"3940","SOLTU","BEASTY",9,"Host","Beastie the Bug"
"3941","SOLTU","BCTV00",9,"Host","Beet curly top virus"
"3942","SOLTU","BEMITA",9,"Host","Bemisia tabaci (as Solanaceae)"
"3943","SOLTU","BRAPSU",9,"Host","Brachyplatys subaeneus"
"3944","SOLTU","TORTPR",9,"Host","Cacoecimorpha pronubana"
"3945","SOLTU","ARSEPH",9,"Host","'Candidatus Arsenophonus phytopathogenicus'"
"3946","SOLTU","PHYPAE",9,"Host","'Candidatus Phytoplasma americanum' (as Solanum)"
"3947","SOLTU","PHYPAU",9,"Host","'Candidatus Phytoplasma australiense'"
"3948","SOLTU","PHYPFR",9,"Host","'Candidatus Phytoplasma fraxini'"
"3949","SOLTU","PHYPTR",9,"Host","'Candidatus Phytoplasma trifolii'"
"3950","SOLTU","PHYPTR",9,"Host","'Candidatus Phytoplasma trifolii' (as Solanum)"
"3951","SOLTU","CRTZBR",9,"Host","Ceratothripoides brunneus"
"3952","SOLTU","AVBO00",9,"Host","Cheravirus arracaciae oca strain (as Solanum)"
"3953","SOLTU","CRLV00",9,"Host","Cheravirus avii"
"3954","SOLTU","CSVD00",9,"Host","Chrysanthemum stunt viroid"
"3955","SOLTU","CHRXER",9,"Host","Chrysodeixis eriosoma"
"3956","SOLTU","CIRCTE",9,"Host","Circulifer tenellus"
"3957","SOLTU","CORBMI",9,"Host","Clavibacter michiganensis subsp. michiganensis"
"3958","SOLTU","ACAMTO",9,"Host","Clavigralla tomentosicollis"
"3959","SOLTU","CONORU",9,"Host","Conoderus rufangulus"
"3960","SOLTU","CYSDV0",9,"Host","Cucurbit yellow stunting disorder virus"
"3961","SOLTU","DACUBI",9,"Host","Dacus bivittatus"
"3962","SOLTU","ROSLBU",9,"Host","Dematophora bunodes"
"3963","SOLTU","DIABUH",9,"Host","Diabrotica undecimpunctata howardi"
"3964","SOLTU","DIABUN",9,"Host","Diabrotica undecimpunctata undecimpunctata"
"3965","SOLTU","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Solanum)"
"3966","SOLTU","DITYDI",9,"Host","Ditylenchus dipsaci"
"3967","SOLTU","EPIECO",9,"Host","Epicaerus cognatus"
"3968","SOLTU","EPILVI",9,"Host","Epilachna vigintioctomaculata (as Solanaceae)"
"3969","SOLTU","TORTPO",9,"Host","Epiphyas postvittana"
"3970","SOLTU","EPIXPA",9,"Host","Epitrix hirtipennis"
"3971","SOLTU","ERWICH",9,"Host","Erwinia chrysanthemi"
"3972","SOLTU","FUSAFO",9,"Host","Fusarium foetens"
"3973","SOLTU","GRSV00",9,"Host","Groundnut ringspot virus"
"3974","SOLTU","HELIAR",9,"Host","Helicoverpa armigera"
"3975","SOLTU","HELIZE",9,"Host","Helicoverpa zea"
"3976","SOLTU","INSV00",9,"Host","Impatiens necrotic spot virus"
"3977","SOLTU","EMPOLY",9,"Host","Jacobiasca lybica"
"3978","SOLTU","GNORLY",9,"Host","Keiferia lycopersicella"
"3979","SOLTU","LEUIOR",9,"Host","Leucinodes orbonalis"
"3980","SOLTU","LEUIUG",9,"Host","Leucinodes ugandensis (as Solanum)"
"3981","SOLTU","LIRIBO",9,"Host","Liriomyza bryoniae"
"3982","SOLTU","LIRIHU",9,"Host","Liriomyza huidobrensis"
"3983","SOLTU","LIRITR",9,"Host","Liriomyza trifolii"
"3984","SOLTU","LISTCO",9,"Host","Listroderes costirostris"
"3985","SOLTU","LISTDI",9,"Host","Listroderes difficilis"
"3986","SOLTU","POLYBO",9,"Host","Lobesia botrana"
"3987","SOLTU","LEV000",9,"Host","Lucerne enation virus"
"3988","SOLTU","MEGTUS",9,"Host","Megalurothrips usitatus"
"3989","SOLTU","MELGMY",9,"Host","Meloidogyne enterolobii"
"3990","SOLTU","MELGGC",9,"Host","Meloidogyne graminicola"
"3991","SOLTU","MELGLC",9,"Host","Meloidogyne luci"
"3992","SOLTU","MELGMI",9,"Host","Meloidogyne minor"
"3993","SOLTU","GRAGLE",9,"Host","Naupactus leucoloma"
"3994","SOLTU","NAUPXA",9,"Host","Naupactus xanthographus"
"3995","SOLTU","CERTCY",9,"Host","Neoceratitis cyanescens"
"3996","SOLTU","ARMV00",9,"Host","Nepovirus arabis"
"3997","SOLTU","PVB000",9,"Host","Nepovirus betasolani"
"3998","SOLTU","TBRV00",9,"Host","Nepovirus nigranuli"
"3999","SOLTU","TBRV00",9,"Host","Nepovirus nigranuli (as Solanum)"
"4000","SOLTU","OPOGSC",9,"Host","Opogona sacchari"
"4001","SOLTU","PNSTLE",9,"Host","Pentastiridius leporinus"
"4002","SOLTU","PCFVD0",9,"Host","Pepper chat fruit viroid"
"4003","SOLTU","PCFVD0",9,"Host","Pepper chat fruit viroid (as Solanaceae)"
"4004","SOLTU","PEPRSV",9,"Host","Pepper ringspot virus"
"4005","SOLTU","PHENPR",9,"Host","Phenacoccus peruvianus (as Solanum)"
"4006","SOLTU","PHENSO",9,"Host","Phenacoccus solenopsis"
"4007","SOLTU","PHTOOP",9,"Host","Phthorimaea operculella (as Solanaceae)"
"4008","SOLTU","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"4009","SOLTU","PHRDMU",9,"Host","Phyrdenus muriceus"
"4010","SOLTU","PHYTCR",9,"Host","Phytophthora cryptogea"
"4011","SOLTU","PHYTER",9,"Host","Phytophthora erythroseptica"
"4012","SOLTU","PDMV00",9,"Host","Potato deforming mosaic virus (Argentina) (as Solanum)"
